case_id,event_position,activity_name,timestamp,org:group,org:resource,organization country,resource country,label,anomaly_type,anomaly_description,concept:name,impact,lifecycle:transition,org:role,organization involved,product,time:timestamp
1-623792185,2,Queued+Awaiting Assignment,2011-12-14T16:40:11+01:00,Org line A2,Clas,fr,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,L53 2nd,PROD422,2011-12-14T16:40:11+01:00
1-623792185,3,Accepted+In Progress,2011-12-16T09:57:47+01:00,Org line A2,Piotr,fr,POLAND,normal,-,-,Accepted,Medium,In Progress,A2_2,L53 2nd,PROD422,2011-12-16T09:57:47+01:00
1-623792185,4,Queued+Awaiting Assignment,2011-12-28T10:32:53+01:00,Org line A2,Frederic,fr,France,normal,-,-,Queued,Medium,Awaiting Assignment,A2_2,G34 3rd,PROD422,2011-12-28T10:32:53+01:00
1-623792185,5,Accepted+In Progress,2012-01-02T10:04:41+01:00,Org line A2,Maciej,fr,POLAND,normal,-,-,Accepted,Medium,In Progress,A2_2,G34 3rd,PROD422,2012-01-02T10:04:41+01:00
1-623792185,6,Accepted+Wait,2012-01-02T10:12:41+01:00,Org line A2,Maciej,fr,POLAND,normal,-,-,Accepted,Medium,Wait,A2_2,G34 3rd,PROD422,2012-01-02T10:12:41+01:00
1-623792185,7,Accepted+In Progress,2012-01-17T15:20:02+01:00,Org line A2,Maciej,fr,POLAND,normal,-,-,Accepted,Medium,In Progress,A2_2,G34 3rd,PROD422,2012-01-17T15:20:02+01:00
1-623792185,8,Completed+Closed,2012-01-17T15:21:03+01:00,Org line A2,Maciej,fr,POLAND,normal,-,-,Completed,Medium,Closed,A2_2,G34 3rd,PROD422,2012-01-17T15:21:03+01:00
1-623859845,1,Accepted+In Progress,2011-12-14T16:06:21+01:00,Org line G4,Reine,se,Sweden,normal,-,-,Accepted,Medium,In Progress,,S28 2nd,PROD633,2011-12-14T16:06:21+01:00
1-623859845,2,Completed+Closed,2012-03-05T10:33:07+01:00,Org line G4,Reine,se,Sweden,normal,-,-,Completed,Medium,Closed,,S28 2nd,PROD633,2012-03-05T10:33:07+01:00
1-623873811,1,Accepted+In Progress,2011-12-14T16:16:05+01:00,Org line C,Rakesh,us,Sweden,normal,-,-,Accepted,High,In Progress,E_10,G288 2nd,PROD408,2011-12-14T16:16:05+01:00
1-623873811,2,Queued+Awaiting Assignment,2011-12-14T16:16:44+01:00,Org line C,Rakesh,us,Sweden,normal,-,-,Queued,High,Awaiting Assignment,E_10,G288 2nd,PROD408,2011-12-14T16:16:44+01:00
1-623873811,3,Accepted+In Progress,2011-12-14T16:23:53+01:00,Org line C,Amit,us,Sweden,normal,-,-,Accepted,High,In Progress,E_10,G288 2nd,PROD408,2011-12-14T16:23:53+01:00
1-623873811,4,Queued+Awaiting Assignment,2011-12-14T16:36:41+01:00,Org line C,Jonas,us,Sweden,normal,-,-,Queued,High,Awaiting Assignment,C_6,G290 3rd,PROD408,2011-12-14T16:36:41+01:00
1-623873811,5,Accepted+In Progress,2011-12-15T09:02:54+01:00,Org line C,Stefan,us,Sweden,normal,-,-,Accepted,High,In Progress,C_6,G290 3rd,PROD408,2011-12-15T09:02:54+01:00
1-623873811,6,Completed+Closed,2011-12-15T09:05:32+01:00,Org line C,Stefan,us,Sweden,normal,-,-,Completed,High,Closed,C_6,G290 3rd,PROD408,2011-12-15T09:05:32+01:00
1-623873811,7,Accepted+In Progress,2011-12-15T09:14:19+01:00,Org line C,Stefan,us,Sweden,normal,-,-,Accepted,High,In Progress,C_6,G290 3rd,PROD408,2011-12-15T09:14:19+01:00
1-623873811,8,Accepted+Assigned,2011-12-15T09:15:33+01:00,Org line C,Kenneth,us,USA,normal,-,-,Accepted,High,Assigned,C_6,G290 3rd,PROD408,2011-12-15T09:15:33+01:00
1-623873811,9,Accepted+Wait,2011-12-15T11:19:48+01:00,Org line C,Kenneth,us,USA,normal,-,-,Accepted,High,Wait,C_6,G290 3rd,PROD408,2011-12-15T11:19:48+01:00
1-623873811,10,Completed+Closed,2011-12-20T19:27:10+01:00,Org line C,Kenneth,us,USA,normal,-,-,Completed,High,Closed,C_6,G290 3rd,PROD408,2011-12-20T19:27:10+01:00
1-623873811,11,Accepted+In Progress,2012-01-25T16:21:33+01:00,Org line C,Kymaria,us,USA,normal,-,-,Accepted,High,In Progress,V3_3,N22 2nd,PROD408,2012-01-25T16:21:33+01:00
1-623873811,12,Accepted+Wait,2012-01-25T16:23:52+01:00,Org line C,Kymaria,us,USA,normal,-,-,Accepted,High,Wait,V3_3,N22 2nd,PROD408,2012-01-25T16:23:52+01:00
1-623873811,13,Completed+Closed,2012-02-17T17:02:19+01:00,Org line C,Kymaria,us,USA,normal,-,-,Completed,High,Closed,V3_3,N22 2nd,PROD408,2012-02-17T17:02:19+01:00
1-624009613,1,Accepted+In Progress,2011-12-15T00:38:51+01:00,Org line B,Maltesh,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_10,G238 2nd,PROD209,2011-12-15T00:38:51+01:00
1-624009613,2,Completed+Closed,2012-01-31T03:59:23+01:00,Org line B,Maltesh,in,INDIA,normal,-,-,Completed,Medium,Closed,E_10,G238 2nd,PROD209,2012-01-31T03:59:23+01:00
1-624219528,1,Accepted+In Progress,2011-12-15T10:55:26+01:00,Org line G4,Rickard,se,Sweden,normal,-,-,Accepted,Low,In Progress,,S33 2nd,PROD374,2011-12-15T10:55:26+01:00
1-624219528,2,Completed+Closed,2012-03-27T11:36:54+02:00,Org line G4,Rickard,se,Sweden,normal,-,-,Completed,Low,Closed,,S33 2nd,PROD374,2012-03-27T11:36:54+02:00
1-624305845,1,Queued+Awaiting Assignment,2011-12-15T11:58:06+01:00,Org line A2,Ward,be,Belgium,anomalous,Insert,{'indices': [1]},Queued,Medium,Awaiting Assignment,A2_4,G7 3rd,PROD766,2011-12-15T11:58:06+01:00
1-624305845,2,Random activity 5,,Random org:group 7,Random org:resource 2,Random organization country 12,Random resource country 13,anomalous,Insert,{'indices': [1]},,,,,,,
1-624305845,3,Accepted+In Progress,2012-01-06T10:12:12+01:00,Org line A2,Marijn,be,Belgium,anomalous,Insert,{'indices': [1]},Accepted,Medium,In Progress,A2_4,G7 3rd,PROD766,2012-01-06T10:12:12+01:00
1-624305845,4,Completed+Closed,2012-01-06T10:17:05+01:00,Org line A2,Marijn,be,Belgium,anomalous,Insert,{'indices': [1]},Completed,Medium,Closed,A2_4,G7 3rd,PROD766,2012-01-06T10:17:05+01:00
1-624403918,1,Accepted+In Progress,2011-12-15T16:29:31+01:00,Org line C,Amit,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_5,G92,PROD698,2011-12-15T16:29:31+01:00
1-624403918,2,Accepted+Wait,2011-12-15T17:30:21+01:00,Org line C,Amit,in,INDIA,normal,-,-,Accepted,Medium,Wait,E_5,G92,PROD698,2011-12-15T17:30:21+01:00
1-624403918,3,Queued+Awaiting Assignment,2011-12-16T15:36:37+01:00,Org line C,Amit,in,INDIA,normal,-,-,Queued,Medium,Awaiting Assignment,E_5,G92,PROD698,2011-12-16T15:36:37+01:00
1-624403918,4,Accepted+In Progress,2012-01-10T12:21:21+01:00,Org line C,Irshad,in,INDIA,normal,-,-,Accepted,Medium,In Progress,E_5,G92,PROD698,2012-01-10T12:21:21+01:00
1-624403918,5,Queued+Awaiting Assignment,2012-01-10T13:26:31+01:00,Org line C,Prasad,in,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,E_10,G276 2nd,PROD698,2012-01-10T13:26:31+01:00
1-624403918,6,Accepted+In Progress,2012-01-10T13:30:24+01:00,Org line C,Ashwani,in,Sweden,normal,-,-,Accepted,Medium,In Progress,E_10,G276 2nd,PROD698,2012-01-10T13:30:24+01:00
1-624403918,7,Accepted+In Progress,2012-01-12T10:03:42+01:00,Org line C,Manoj,in,Sweden,normal,-,-,Accepted,Medium,In Progress,E_10,G276 2nd,PROD698,2012-01-12T10:03:42+01:00
1-624403918,8,Accepted+Wait,2012-01-12T10:03:51+01:00,Org line C,Manoj,in,Sweden,normal,-,-,Accepted,Medium,Wait,E_10,G276 2nd,PROD698,2012-01-12T10:03:51+01:00
1-624403918,9,Completed+Closed,2012-03-15T15:45:21+01:00,Org line C,Manoj,in,Sweden,normal,-,-,Completed,Medium,Closed,E_10,G276 2nd,PROD698,2012-03-15T15:45:21+01:00
1-624403918,10,Accepted+In Progress,2012-03-15T15:45:30+01:00,Org line C,Manoj,in,Sweden,normal,-,-,Accepted,Medium,In Progress,E_10,G276 2nd,PROD698,2012-03-15T15:45:30+01:00
1-624403918,11,Completed+Closed,2012-03-15T15:54:45+01:00,Org line C,Manoj,in,Sweden,normal,-,-,Completed,Medium,Closed,E_10,G276 2nd,PROD698,2012-03-15T15:54:45+01:00
1-624450715,1,Accepted+In Progress,2011-12-15T15:23:36+01:00,Org line C,Mikael,se,Sweden,normal,-,-,Accepted,High,In Progress,E_6,G48 2nd,PROD148,2011-12-15T15:23:36+01:00
1-624450715,2,Accepted+Wait,2011-12-15T15:23:45+01:00,Org line C,Mikael,se,Sweden,normal,-,-,Accepted,High,Wait,E_6,G48 2nd,PROD148,2011-12-15T15:23:45+01:00
1-624450715,3,Completed+Closed,2012-03-30T14:07:57+02:00,Org line C,Mikael,se,Sweden,normal,-,-,Completed,High,Closed,E_6,G48 2nd,PROD148,2012-03-30T14:07:57+02:00
1-624711258,1,Accepted+In Progress,2011-12-16T09:13:45+01:00,Org line C,Mica,se,Sweden,normal,-,-,Accepted,Medium,In Progress,C_6,G141 3rd,PROD663,2011-12-16T09:13:45+01:00
1-624711258,2,Queued+Awaiting Assignment,2011-12-16T09:17:50+01:00,Org line C,Mica,se,Sweden,normal,-,-,Queued,Medium,Awaiting Assignment,C_6,G141 3rd,PROD663,2011-12-16T09:17:50+01:00
1-624711258,3,Accepted+In Progress,2011-12-16T09:20:27+01:00,Org line C,Mica,se,Sweden,normal,-,-,Accepted,Medium,In Progress,C_6,G141 3rd,PROD663,2011-12-16T09:20:27+01:00
1-624711258,4,Completed+Closed,2012-03-12T13:00:12+01:00,Org line C,Mica,se,Sweden,normal,-,-,Completed,Medium,Closed,C_6,G141 3rd,PROD663,2012-03-12T13:00:12+01:00
1-624745314,1,Accepted+In Progress,2011-12-16T09:51:26+01:00,Org line G4,Rickard,se,Sweden,normal,-,-,Accepted,High,In Progress,,S33 2nd,PROD374,2011-12-16T09:51:26+01:00
1-624745314,2,Completed+Closed,2012-02-08T14:15:41+01:00,Org line G4,Rickard,se,Sweden,normal,-,-,Completed,High,Closed,,S33 2nd,PROD374,2012-02-08T14:15:41+01:00
1-624845426,1,Accepted+In Progress,2011-12-16T10:40:07+01:00,Org line C,Alain,se,Belgium,normal,-,-,Accepted,Major,In Progress,E_1,G213 2nd,PROD582,2011-12-16T10:40:07+01:00
1-624845426,2,Queued+Awaiting Assignment,2011-12-16T10:40:33+01:00,Org line C,Alain,se,Belgium,normal,-,-,Queued,Major,Awaiting Assignment,E_1,G213 2nd,PROD582,2011-12-16T10:40:33+01:00
1-624845426,3,Accepted+In Progress,2012-01-13T09:39:30+01:00,Org line C,Alain,se,Belgium,normal,-,-,Accepted,Major,In Progress,E_3,G71 2nd,PROD582,2012-01-13T09:39:30+01:00
1-624845426,4,Completed+Closed,2012-01-13T10:26:23+01:00,Org line C,Alain,se,Belgium,normal,-,-,Completed,Major,Closed,E_3,G71 2nd,PROD582,2012-01-13T10:26:23+01:00
1-625322174,1,Accepted+In Progress,2011-12-17T12:18:28+01:00,Org line C,Olivier,in,France,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [2, 1, 2], 'attribute': ['organization country', 'org:resource', 'organization country'], 'original': ['fr', 'Tom', 'fr']}",Accepted,Major,In Progress,C_6,G225 3rd,PROD793,2011-12-17T12:18:28+01:00
1-625322174,2,Queued+Awaiting Assignment,2011-12-17T12:19:36+01:00,Org line C,Olivier,fr,France,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [2, 1, 2], 'attribute': ['organization country', 'org:resource', 'organization country'], 'original': ['fr', 'Tom', 'fr']}",Queued,Major,Awaiting Assignment,C_6,G225 3rd,PROD793,2011-12-17T12:19:36+01:00
1-625322174,3,Accepted+In Progress,2011-12-22T14:52:39+01:00,Org line C,Pavan,nl,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [2, 1, 2], 'attribute': ['organization country', 'org:resource', 'organization country'], 'original': ['fr', 'Tom', 'fr']}",Accepted,Major,In Progress,C_6,G225 3rd,PROD793,2011-12-22T14:52:39+01:00
1-625322174,4,Accepted+Wait,2011-12-22T14:52:47+01:00,Org line C,Tom,fr,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [2, 1, 2], 'attribute': ['organization country', 'org:resource', 'organization country'], 'original': ['fr', 'Tom', 'fr']}",Accepted,Major,Wait,C_6,G225 3rd,PROD793,2011-12-22T14:52:47+01:00
1-625322174,5,Completed+Closed,2012-04-16T14:55:11+02:00,Org line C,Tom,fr,Belgium,anomalous,Attribute,"{'index': [0, 2, 2], 'attribute_index': [2, 1, 2], 'attribute': ['organization country', 'org:resource', 'organization country'], 'original': ['fr', 'Tom', 'fr']}",Completed,Major,Closed,C_6,G225 3rd,PROD793,2012-04-16T14:55:11+02:00
1-625459293,1,Accepted+In Progress,2011-12-19T03:13:32+01:00,Org line A2,Britt,se,Sweden,anomalous,SkipSequence,"{'size': 2, 'start': 1, 'skipped': [{'name': 'Queued+Awaiting Assignment', 'timestamp': '2011-12-19T03:14:22+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Low', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'T17 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2011-12-19T03:14:22+01:00'}}, {'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:46+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'J2 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:46+01:00'}}]}",Accepted,Low,In Progress,A2_1,T17 2nd,PROD350,2011-12-19T03:13:32+01:00
1-625459293,2,Accepted+Wait,2012-01-05T14:25:39+01:00,Org line A2,Britt,se,Sweden,anomalous,SkipSequence,"{'size': 2, 'start': 1, 'skipped': [{'name': 'Queued+Awaiting Assignment', 'timestamp': '2011-12-19T03:14:22+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Low', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'T17 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2011-12-19T03:14:22+01:00'}}, {'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:46+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'J2 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:46+01:00'}}]}",Accepted,Low,Wait,A2_1,J2 2nd,PROD350,2012-01-05T14:25:39+01:00
1-625459293,3,Completed+Closed,2012-01-19T16:33:55+01:00,Org line A2,Britt,se,Sweden,anomalous,SkipSequence,"{'size': 2, 'start': 1, 'skipped': [{'name': 'Queued+Awaiting Assignment', 'timestamp': '2011-12-19T03:14:22+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Queued', 'impact': 'Low', 'lifecycle:transition': 'Awaiting Assignment', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'T17 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2011-12-19T03:14:22+01:00'}}, {'name': 'Accepted+In Progress', 'timestamp': '2012-01-05T14:08:46+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Low', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Britt', 'org:role': 'A2_1', 'organization country': 'se', 'organization involved': 'J2 2nd', 'product': 'PROD350', 'resource country': 'Sweden', 'time:timestamp': '2012-01-05T14:08:46+01:00'}}]}",Completed,Low,Closed,A2_1,J2 2nd,PROD350,2012-01-19T16:33:55+01:00
1-625628532,1,Accepted+In Progress,2011-12-19T09:09:42+01:00,Org line A2,Per,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_4,G105 2nd,PROD337,2011-12-19T09:09:42+01:00
1-625628532,2,Completed+Closed,2012-04-20T09:23:30+02:00,Org line A2,Per,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_4,G105 2nd,PROD337,2012-04-20T09:23:30+02:00
1-625634702,1,Accepted+In Progress,2011-12-19T08:49:47+01:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Accepted,High,In Progress,A2_1,D1,PROD350,2011-12-19T08:49:47+01:00
1-625634702,2,Accepted+Wait,2011-12-19T09:13:42+01:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Accepted,High,Wait,A2_1,D1,PROD350,2011-12-19T09:13:42+01:00
1-625634702,3,Completed+Closed,2012-01-18T05:53:58+01:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Completed,High,Closed,A2_1,D1,PROD350,2012-01-18T05:53:58+01:00
1-625634824,1,Accepted+Wait,2011-12-19T09:13:17+01:00,Org line B,Kwewat,cn,THAILAND,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Accepted,Medium,Wait,A2_1,D1,PROD350,2011-12-19T09:13:17+01:00
1-625634824,2,Accepted+In Progress,2011-12-19T08:57:11+01:00,Org line B,Kwewat,cn,THAILAND,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Accepted,Medium,In Progress,A2_1,D1,PROD350,2011-12-19T08:57:11+01:00
1-625634824,3,Completed+Closed,2012-01-20T08:24:03+01:00,Org line B,Kwewat,cn,THAILAND,anomalous,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}",Completed,Medium,Closed,A2_1,D1,PROD350,2012-01-20T08:24:03+01:00
1-625634936,1,Accepted+In Progress,2011-12-19T09:03:01+01:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Accepted,High,In Progress,A2_1,D1,PROD350,2011-12-19T09:03:01+01:00
1-625634936,2,Accepted+Wait,2011-12-19T09:12:46+01:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Accepted,High,Wait,A2_1,D1,PROD350,2011-12-19T09:12:46+01:00
1-625634936,3,Completed+Closed,2012-04-09T05:19:42+02:00,Org line B,Kwewat,cn,THAILAND,normal,-,-,Completed,High,Closed,A2_1,D1,PROD350,2012-04-09T05:19:42+02:00
1-625646775,1,Accepted+In Progress,2011-12-19T09:00:43+01:00,Org line C,Kim,se,Sweden,normal,-,-,Accepted,High,In Progress,C_5,G120 3rd,PROD597,2011-12-19T09:00:43+01:00
1-625646775,2,Completed+Closed,2012-02-01T09:56:47+01:00,Org line C,Kim,se,Sweden,normal,-,-,Completed,High,Closed,C_5,G120 3rd,PROD597,2012-02-01T09:56:47+01:00
1-626102521,1,Accepted+In Progress,2011-12-19T15:15:13+01:00,Org line C,Nicolas,be,France,normal,-,-,Accepted,Major,In Progress,E_3,G64 2nd,PROD378,2011-12-19T15:15:13+01:00
1-626102521,2,Completed+Closed,2012-03-19T15:29:08+01:00,Org line C,Nicolas,be,France,normal,-,-,Completed,Major,Closed,E_3,G64 2nd,PROD378,2012-03-19T15:29:08+01:00
1-626212681,1,Accepted+In Progress,2011-12-19T17:02:25+01:00,Org line C,Henrik,us,Sweden,normal,-,-,Accepted,Medium,In Progress,E_3,G67 2nd,PROD151,2011-12-19T17:02:25+01:00
1-626212681,2,Accepted+Wait,2012-01-04T11:26:26+01:00,Org line C,Henrik,us,Sweden,normal,-,-,Accepted,Medium,Wait,E_3,G67 2nd,PROD151,2012-01-04T11:26:26+01:00
1-626212681,3,Accepted+In Progress,2012-02-20T10:32:17+01:00,Org line C,Henrik,us,Sweden,normal,-,-,Accepted,Medium,In Progress,E_3,G67 2nd,PROD151,2012-02-20T10:32:17+01:00
1-626212681,4,Completed+Closed,2012-02-20T10:35:33+01:00,Org line C,Henrik,us,Sweden,normal,-,-,Completed,Medium,Closed,E_3,G67 2nd,PROD151,2012-02-20T10:35:33+01:00
1-626292231,1,Accepted+In Progress,2011-12-20T01:48:36+01:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Accepted,Medium,In Progress,E_4,G88 2nd,PROD794,2011-12-20T01:48:36+01:00
1-626292231,2,Accepted+In Progress,2011-12-20T01:49:14+01:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Accepted,Medium,In Progress,E_4,G88 2nd,PROD794,2011-12-20T01:49:14+01:00
1-626292231,3,Accepted+Wait,2012-02-07T19:48:51+01:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Accepted,Medium,Wait,E_4,G88 2nd,PROD794,2012-02-07T19:48:51+01:00
1-626292231,4,Completed+Closed,2012-05-28T11:50:17+02:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Completed,Medium,Closed,E_4,G88 2nd,PROD794,2012-05-28T11:50:17+02:00
1-626292231,5,Accepted+In Progress,2012-05-28T12:04:15+02:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Accepted,Medium,In Progress,E_4,G88 2nd,PROD794,2012-05-28T12:04:15+02:00
1-626292231,6,Completed+Closed,2012-05-28T12:06:04+02:00,Org line C,Vaibhav,us,Sweden,normal,-,-,Completed,Medium,Closed,E_4,G88 2nd,PROD794,2012-05-28T12:06:04+02:00
1-626462354,1,Accepted+In Progress,2011-12-20T08:59:29+01:00,Org line A2,Karin,se,Sweden,normal,-,-,Accepted,Low,In Progress,A2_1,N7 2nd,PROD746,2011-12-20T08:59:29+01:00
1-626462354,2,Accepted+Wait,2012-02-02T10:43:55+01:00,Org line A2,Karin,se,Sweden,normal,-,-,Accepted,Low,Wait,A2_1,N7 2nd,PROD746,2012-02-02T10:43:55+01:00
1-626462354,3,Completed+Closed,2012-04-17T11:02:51+02:00,Org line A2,Karin,se,Sweden,normal,-,-,Completed,Low,Closed,A2_1,N7 2nd,PROD746,2012-04-17T11:02:51+02:00
1-626510640,1,Accepted+In Progress,2011-12-20T09:39:32+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_5,A10,PROD236,2011-12-20T09:39:32+01:00
1-626510640,2,Accepted+Wait,2011-12-20T10:03:49+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,Wait,A2_5,A10,PROD236,2011-12-20T10:03:49+01:00
1-626510640,3,Accepted+In Progress,2011-12-20T14:19:22+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_5,A10,PROD236,2011-12-20T14:19:22+01:00
1-626510640,4,Accepted+Wait,2011-12-21T10:40:49+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,Wait,A2_5,A10,PROD236,2011-12-21T10:40:49+01:00
1-626510640,5,Accepted+In Progress,2012-02-02T08:45:56+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_5,A10,PROD236,2012-02-02T08:45:56+01:00
1-626510640,6,Accepted+Wait,2012-02-02T13:44:11+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,Wait,A2_5,A10,PROD236,2012-02-02T13:44:11+01:00
1-626510640,7,Accepted+In Progress,2012-02-02T14:37:55+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Accepted,Medium,In Progress,A2_5,A10,PROD236,2012-02-02T14:37:55+01:00
1-626510640,8,Completed+Closed,2012-02-02T14:39:10+01:00,Org line A2,Lisbeth,se,Sweden,normal,-,-,Completed,Medium,Closed,A2_5,A10,PROD236,2012-02-02T14:39:10+01:00
1-626515794,1,Accepted+In Progress,2011-12-20T14:07:40+01:00,Org line A2,Ian,gb,United Kingdom,normal,-,-,Accepted,High,In Progress,A2_1,G42 3rd,PROD236,2011-12-20T14:07:40+01:00
1-626515794,2,Accepted+Assigned,2011-12-20T14:26:59+01:00,Org line A2,Ian,gb,United Kingdom,normal,-,-,Accepted,High,Assigned,A2_1,G42 3rd,PROD236,2011-12-20T14:26:59+01:00
1-626515794,3,Accepted+Assigned,2011-12-23T15:33:36+01:00,Org line A2,Ian,gb,United Kingdom,normal,-,-,Accepted,High,Assigned,A2_1,G42 3rd,PROD236,2011-12-23T15:33:36+01:00
1-626515794,4,Accepted+In Progress,2012-01-06T14:12:19+01:00,Org line A2,Andrew,gb,United Kingdom,normal,-,-,Accepted,High,In Progress,A2_1,G42 3rd,PROD236,2012-01-06T14:12:19+01:00
1-626515794,5,Completed+Closed,2012-01-06T14:13:30+01:00,Org line A2,Andrew,gb,United Kingdom,normal,-,-,Completed,High,Closed,A2_1,G42 3rd,PROD236,2012-01-06T14:13:30+01:00
1-626760391,1,Accepted+In Progress,2011-12-20T14:43:16+01:00,Org line A2,Gregory,us,USA,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Accepted+In Progress', 'timestamp': '2011-12-20T14:43:16+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Gregory', 'org:role': 'A2_3', 'organization country': 'us', 'organization involved': 'N5 2nd', 'product': 'PROD488', 'resource country': 'USA', 'time:timestamp': '2011-12-20T14:43:16+01:00'}}, {'name': 'Accepted+In Progress', 'timestamp': '2012-01-12T17:33:11+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Accepted', 'impact': 'Medium', 'lifecycle:transition': 'In Progress', 'org:group': 'Org line A2', 'org:resource': 'Gregory', 'org:role': 'A2_3', 'organization country': 'us', 'organization involved': 'N5 2nd', 'product': 'PROD488', 'resource country': 'USA', 'time:timestamp': '2012-01-12T17:33:11+01:00'}}, {'name': 'Completed+Closed', 'timestamp': '2012-01-12T17:33:48+01:00', 'timestamp_end': None, 'attributes': {'concept:name': 'Completed', 'impact': 'Medium', 'lifecycle:transition': 'Closed', 'org:group': 'Org line A2', 'org:resource': 'Gregory', 'org:role': 'A2_3', 'organization country': 'us', 'organization involved': 'N5 2nd', 'product': 'PROD488', 'resource country': 'USA', 'time:timestamp': '2012-01-12T17:33:48+01:00'}}]}",Accepted,Medium,In Progress,A2_3,N5 2nd,PROD488,2011-12-20T14:43:16+01:00
